OrderID,OrderDate,Category,SubCategory,Segment,CustomerName,Sales,Quantity,Discount,Profit
ORD-001300,2016-05-27,Technology,Accessories,Consumer,Customer 663,2031.13,4,0.08,491.11
ORD-001301,2016-01-04,Office Supplies,Binders,Consumer,Customer 414,36.39,2,0.17,0.78
ORD-001302,2016-11-26,Technology,Phones,Consumer,Customer 336,1059.15,4,0.11,233.6
ORD-001303,2016-01-07,Technology,Phones,Consumer,Customer 921,979.0,3,0.19,229.1
ORD-001304,2016-04-03,Office Supplies,Art,Consumer,Customer 787,99.3,4,0.03,13.03
ORD-001305,2016-05-28,Technology,Accessories,Consumer,Customer 780,1327.75,4,0.16,297.06
ORD-001306,2016-09-02,Furniture,Chairs,Home Office,Customer 1159,858.85,3,0.02,153.24
ORD-001307,2016-05-30,Technology,Accessories,Consumer,Customer 297,565.78,3,0.14,126.63
ORD-001308,2016-07-13,Furniture,Bookcases,Consumer,Customer 634,171.61,1,0.08,27.18
ORD-001309,2016-02-19,Technology,Copiers,Consumer,Customer 371,1190.97,5,0.16,248.52
ORD-001310,2016-07-21,Furniture,Chairs,Home Office,Customer 8,987.03,3,0.02,184.17
ORD-001311,2016-01-11,Office Supplies,Paper,Consumer,Customer 1020,62.17,2,0.04,5.72
ORD-001312,2016-09-27,Technology,Phones,Corporate,Customer 1011,1396.9,4,0.07,353.87
ORD-001313,2016-04-05,Furniture,Furnishings,Consumer,Customer 905,843.37,4,0.08,110.36
ORD-001314,2016-07-22,Furniture,Bookcases,Consumer,Customer 1121,584.99,3,0.02,125.68
ORD-001315,2016-03-13,Office Supplies,Accessories,Home Office,Customer 426,66.08,4,0.07,6.77
ORD-001316,2016-05-03,Furniture,Chairs,Consumer,Customer 715,519.45,2,0.13,68.26
ORD-001317,2016-03-30,Furniture,Bookcases,Corporate,Customer 612,395.67,3,0.18,29.77
ORD-001318,2016-06-06,Office Supplies,Art,Consumer,Customer 854,15.5,1,0.09,1.12
ORD-001319,2016-01-11,Technology,Accessories,Corporate,Customer 1173,1025.1,2,0.04,242.76
ORD-001320,2016-01-08,Technology,Accessories,Home Office,Customer 1186,850.34,3,0.18,163.32
ORD-001321,2016-02-04,Office Supplies,Art,Consumer,Customer 613,80.27,2,0.03,9.83
ORD-001322,2016-01-21,Office Supplies,Storage,Home Office,Customer 876,90.86,3,0.09,6.8
ORD-001323,2016-09-03,Technology,Phones,Consumer,Customer 276,1089.84,3,0.14,214.82
ORD-001324,2016-01-30,Furniture,Tables,Consumer,Customer 848,100.01,1,0.13,12.64
ORD-001325,2017-03-22,Office Supplies,Binders,Corporate,Customer 224,67.53,3,0.03,6.26
ORD-001326,2016-02-19,Office Supplies,Accessories,Home Office,Customer 991,90.77,3,0.08,8.22
ORD-001327,2016-01-25,Technology,Machines,Consumer,Customer 649,1741.73,4,0.05,417.0
ORD-001328,2016-07-06,Office Supplies,Accessories,Home Office,Customer 725,68.22,2,0.05,6.71
ORD-001329,2016-05-09,Technology,Copiers,Consumer,Customer 1020,324.88,2,0.1,79.94
ORD-001330,2016-03-23,Office Supplies,Binders,Home Office,Customer 477,92.77,3,0.03,8.28
ORD-001331,2016-04-07,Technology,Accessories,Consumer,Customer 50,1575.35,4,0.17,366.62
ORD-001332,2016-06-01,Office Supplies,Art,Corporate,Customer 425,148.25,4,0.07,16.25
ORD-001333,2016-02-01,Technology,Copiers,Consumer,Customer 684,275.18,1,0.08,66.79
ORD-001334,2017-11-04,Office Supplies,Binders,Consumer,Customer 413,64.53,2,0.05,7.12
ORD-001335,2017-03-17,Office Supplies,Paper,Corporate,Customer 631,77.89,2,0.04,7.84
ORD-001336,2016-05-06,Office Supplies,Accessories,Consumer,Customer 13,59.25,2,0.07,6.88
ORD-001337,2016-01-27,Furniture,Tables,Consumer,Customer 1166,463.72,2,0.12,62.32
ORD-001338,2016-05-16,Office Supplies,Art,Home Office,Customer 398,43.72,1,0.09,4.35
ORD-001339,2016-01-09,Office Supplies,Paper,Home Office,Customer 982,54.91,2,0.0,8.87
ORD-001340,2016-01-04,Technology,Phones,Corporate,Customer 987,246.05,2,0.07,59.9
ORD-001341,2016-02-05,Furniture,Furnishings,Home Office,Customer 1100,1539.75,6,0.19,157.04
ORD-001342,2016-03-15,Technology,Copiers,Corporate,Customer 848,1037.98,3,0.04,284.5
ORD-001343,2016-08-31,Technology,Phones,Home Office,Customer 614,1373.21,6,0.06,369.26
ORD-001344,2016-06-04,Office Supplies,Paper,Corporate,Customer 39,34.07,5,0.08,2.3
ORD-001345,2016-06-11,Furniture,Tables,Corporate,Customer 725,770.3,3,0.08,85.69
ORD-001346,2016-03-07,Furniture,Chairs,Consumer,Customer 64,1322.9,5,0.21,169.15
ORD-001347,2016-02-20,Office Supplies,Storage,Corporate,Customer 340,60.48,3,0.09,4.8
ORD-001348,2016-02-25,Office Supplies,Storage,Consumer,Customer 240,65.53,3,0.11,3.6
ORD-001349,2017-06-11,Technology,Machines,Corporate,Customer 645,1493.2,3,0.05,382.91
ORD-001350,2016-01-05,Technology,Machines,Consumer,Customer 1018,456.1,2,0.02,127.12
ORD-001351,2016-08-30,Technology,Machines,Consumer,Customer 620,318.91,1,0.06,65.68
ORD-001352,2016-04-13,Furniture,Tables,Consumer,Customer 767,378.93,2,0.09,50.96
ORD-001353,2016-03-10,Technology,Accessories,Home Office,Customer 909,654.61,3,0.01,174.83
ORD-001354,2016-06-04,Office Supplies,Storage,Home Office,Customer 316,96.29,4,0.15,2.55
ORD-001355,2016-03-21,Furniture,Furnishings,Corporate,Customer 1073,507.5,2,0.04,85.38
ORD-001356,2016-09-05,Office Supplies,Paper,Consumer,Customer 202,139.44,5,0.11,10.48
ORD-001357,2016-10-04,Technology,Accessories,Consumer,Customer 75,1999.17,7,0.08,527.22
ORD-001358,2016-03-06,Office Supplies,Accessories,Consumer,Customer 637,87.47,3,0.05,7.52
ORD-001359,2016-02-08,Technology,Phones,Consumer,Customer 95,442.1,1,0.16,102.37
ORD-001360,2016-04-17,Furniture,Tables,Consumer,Customer 640,577.46,2,0.13,66.11
ORD-001361,2016-10-19,Office Supplies,Binders,Consumer,Customer 395,54.79,2,0.1,5.22
ORD-001362,2016-01-29,Office Supplies,Accessories,Consumer,Customer 904,74.59,3,0.06,6.55
ORD-001363,2016-04-27,Office Supplies,Paper,Consumer,Customer 561,76.65,3,0.09,4.06
ORD-001364,2016-04-29,Furniture,Bookcases,Consumer,Customer 718,429.74,1,0.06,55.71
ORD-001365,2016-06-07,Office Supplies,Paper,Consumer,Customer 581,148.78,3,0.08,17.59
ORD-001366,2016-01-17,Office Supplies,Binders,Consumer,Customer 694,69.51,3,0.01,8.95
ORD-001367,2016-05-30,Office Supplies,Art,Consumer,Customer 965,20.84,1,0.18,1.23
ORD-001368,2016-10-14,Technology,Phones,Consumer,Customer 111,2823.88,7,0.13,614.12
ORD-001369,2016-01-24,Furniture,Furnishings,Consumer,Customer 914,413.63,2,0.05,61.42
ORD-001370,2016-02-02,Office Supplies,Paper,Consumer,Customer 406,43.69,3,0.11,3.0
ORD-001371,2017-03-02,Technology,Phones,Home Office,Customer 954,1011.15,3,0.08,279.42
ORD-001372,2016-01-24,Office Supplies,Art,Home Office,Customer 960,20.56,4,0.05,1.66
ORD-001373,2016-08-19,Furniture,Tables,Corporate,Customer 954,775.03,3,0.11,92.21
ORD-001374,2016-03-22,Office Supplies,Binders,Consumer,Customer 529,145.03,3,0.03,13.85
ORD-001375,2016-02-04,Technology,Copiers,Consumer,Customer 677,3057.05,5,0.06,647.66
ORD-001376,2016-09-02,Technology,Machines,Consumer,Customer 62,418.5,1,0.05,102.62
ORD-001377,2016-03-11,Furniture,Bookcases,Consumer,Customer 945,375.43,1,0.05,62.73
ORD-001378,2016-03-27,Technology,Machines,Corporate,Customer 1177,502.55,2,0.21,83.49
ORD-001379,2016-02-23,Furniture,Bookcases,Consumer,Customer 220,1284.89,4,0.06,219.85
ORD-001380,2016-04-17,Office Supplies,Art,Corporate,Customer 1092,109.71,5,0.13,8.03
ORD-001381,2016-01-22,Office Supplies,Accessories,Consumer,Customer 500,29.1,1,0.17,1.33
ORD-001382,2016-02-29,Office Supplies,Storage,Consumer,Customer 698,80.5,2,0.07,6.77
ORD-001383,2017-02-22,Furniture,Furnishings,Corporate,Customer 892,827.13,3,0.05,123.91
ORD-001384,2016-02-05,Office Supplies,Paper,Consumer,Customer 484,83.29,3,0.03,8.74
ORD-001385,2016-05-08,Furniture,Bookcases,Corporate,Customer 1176,248.83,2,0.2,28.31
ORD-001386,2016-02-17,Technology,Phones,Corporate,Customer 949,1184.86,3,0.07,274.47
ORD-001387,2016-06-27,Office Supplies,Art,Home Office,Customer 361,120.33,5,0.08,10.63
ORD-001388,2016-01-17,Office Supplies,Storage,Consumer,Customer 223,70.05,2,0.02,9.04
ORD-001389,2017-02-24,Office Supplies,Accessories,Corporate,Customer 777,54.87,2,0.07,5.5
ORD-001390,2016-03-13,Office Supplies,Art,Consumer,Customer 285,95.04,3,0.06,5.73
ORD-001391,2016-02-02,Technology,Phones,Corporate,Customer 306,595.12,2,0.1,139.05
ORD-001392,2016-01-10,Office Supplies,Paper,Consumer,Customer 1184,38.46,1,0.06,2.19
ORD-001393,2016-01-23,Office Supplies,Binders,Corporate,Customer 649,51.06,2,0.07,5.85
ORD-001394,2016-03-29,Office Supplies,Paper,Home Office,Customer 891,25.79,1,0.1,1.54
ORD-001395,2016-02-19,Technology,Machines,Home Office,Customer 1194,1453.69,3,0.03,382.38
ORD-001396,2016-07-30,Furniture,Furnishings,Home Office,Customer 603,987.16,3,0.07,164.87
ORD-001397,2016-03-08,Furniture,Bookcases,Consumer,Customer 1147,459.46,2,0.16,56.03
ORD-001398,2016-02-04,Technology,Machines,Consumer,Customer 578,1100.67,4,0.04,271.92
ORD-001399,2016-04-25,Technology,Accessories,Consumer,Customer 808,265.1,1,0.18,54.58
ORD-001400,2016-05-27,Office Supplies,Storage,Consumer,Customer 892,129.75,5,0.07,7.79
ORD-001401,2016-01-22,Office Supplies,Binders,Consumer,Customer 386,119.15,4,0.19,6.33
ORD-001402,2016-01-23,Office Supplies,Paper,Home Office,Customer 316,48.19,2,0.12,3.71
ORD-001403,2016-01-05,Office Supplies,Binders,Consumer,Customer 147,78.65,3,0.11,3.17
ORD-001404,2016-06-08,Office Supplies,Binders,Corporate,Customer 997,94.61,3,0.13,4.66
ORD-001405,2016-05-10,Office Supplies,Binders,Consumer,Customer 852,16.78,1,0.03,1.72
ORD-001406,2016-03-18,Technology,Copiers,Corporate,Customer 931,487.44,4,0.04,140.41
ORD-001407,2016-08-11,Office Supplies,Accessories,Home Office,Customer 788,196.09,6,0.01,21.15
ORD-001408,2016-07-15,Office Supplies,Binders,Consumer,Customer 16,115.81,3,0.02,11.09
ORD-001409,2016-04-15,Office Supplies,Binders,Corporate,Customer 552,35.7,2,0.14,1.94
ORD-001410,2016-08-31,Office Supplies,Accessories,Corporate,Customer 69,67.36,3,0.09,6.4
ORD-001411,2016-01-28,Technology,Copiers,Corporate,Customer 232,433.75,2,0.04,114.85
ORD-001412,2016-01-15,Office Supplies,Art,Consumer,Customer 1079,110.38,4,0.12,10.72
ORD-001413,2016-02-07,Technology,Machines,Consumer,Customer 161,891.92,2,0.04,210.87
ORD-001414,2016-01-08,Office Supplies,Accessories,Consumer,Customer 968,117.66,3,0.09,9.07
ORD-001415,2016-03-31,Office Supplies,Art,Corporate,Customer 1105,77.84,3,0.01,9.51
ORD-001416,2016-11-27,Technology,Machines,Corporate,Customer 704,595.06,3,0.07,158.1
ORD-001417,2016-01-05,Office Supplies,Art,Consumer,Customer 1050,141.44,4,0.04,19.28
ORD-001418,2016-01-16,Technology,Machines,Consumer,Customer 604,299.78,2,0.05,80.83
ORD-001419,2016-03-13,Office Supplies,Art,Corporate,Customer 623,57.67,4,0.03,6.28
ORD-001420,2016-11-21,Technology,Machines,Consumer,Customer 970,1023.32,3,0.04,257.61
ORD-001421,2016-02-15,Office Supplies,Accessories,Consumer,Customer 598,95.96,4,0.05,10.43
ORD-001422,2016-03-25,Technology,Phones,Consumer,Customer 169,441.62,1,0.09,108.73
ORD-001423,2016-01-06,Furniture,Bookcases,Home Office,Customer 570,401.41,3,0.05,64.96
ORD-001424,2016-01-20,Office Supplies,Accessories,Consumer,Customer 527,64.05,2,0.08,6.56
ORD-001425,2017-06-01,Furniture,Bookcases,Corporate,Customer 310,323.65,2,0.02,58.4
ORD-001426,2017-02-06,Office Supplies,Paper,Home Office,Customer 536,68.78,2,0.03,6.89
ORD-001427,2016-01-01,Technology,Accessories,Consumer,Customer 1081,790.19,3,0.08,187.45
ORD-001428,2016-12-29,Technology,Machines,Home Office,Customer 298,841.63,3,0.06,231.14
ORD-001429,2016-05-02,Office Supplies,Binders,Home Office,Customer 846,50.06,2,0.08,5.79
ORD-001430,2016-08-30,Technology,Accessories,Corporate,Customer 343,2022.26,4,0.09,480.11
ORD-001431,2016-03-13,Furniture,Tables,Consumer,Customer 542,362.5,2,0.11,38.49
ORD-001432,2016-03-27,Technology,Phones,Consumer,Customer 951,464.19,2,0.09,126.92
ORD-001433,2016-03-21,Office Supplies,Paper,Consumer,Customer 1091,68.03,2,0.17,3.93
ORD-001434,2016-05-11,Furniture,Furnishings,Consumer,Customer 298,1216.23,3,0.05,177.57
ORD-001435,2016-01-19,Office Supplies,Storage,Consumer,Customer 920,104.46,3,0.04,10.1
ORD-001436,2016-01-04,Office Supplies,Paper,Home Office,Customer 85,128.0,4,0.01,12.25
ORD-001437,2016-02-14,Furniture,Tables,Home Office,Customer 885,671.25,3,0.1,86.83
ORD-001438,2016-05-26,Office Supplies,Paper,Consumer,Customer 547,48.01,3,0.19,3.33
ORD-001439,2016-01-28,Technology,Machines,Corporate,Customer 802,1259.72,3,0.03,338.9
ORD-001440,2016-05-14,Office Supplies,Binders,Corporate,Customer 400,85.88,4,0.1,5.37
ORD-001441,2017-02-24,Office Supplies,Binders,Consumer,Customer 22,82.96,4,0.05,8.4
ORD-001442,2016-01-12,Office Supplies,Art,Consumer,Customer 201,59.07,4,0.06,5.14
ORD-001443,2016-05-13,Office Supplies,Storage,Consumer,Customer 581,3.0,2,0.1,0.24
ORD-001444,2016-03-11,Office Supplies,Art,Consumer,Customer 189,62.48,2,0.06,6.69
ORD-001445,2016-08-31,Furniture,Chairs,Home Office,Customer 250,296.63,2,0.08,44.94
ORD-001446,2016-01-24,Technology,Phones,Consumer,Customer 267,464.04,2,0.12,114.04
ORD-001447,2016-05-21,Office Supplies,Accessories,Home Office,Customer 379,40.98,2,0.07,4.3
ORD-001448,2016-08-06,Technology,Accessories,Consumer,Customer 957,1533.83,3,0.01,398.86
ORD-001449,2016-12-13,Office Supplies,Art,Corporate,Customer 567,11.86,2,0.09,1.29
ORD-001450,2016-05-17,Technology,Machines,Consumer,Customer 152,1367.39,5,0.1,292.49
ORD-001451,2016-03-23,Office Supplies,Art,Consumer,Customer 682,56.97,3,0.14,3.22
ORD-001452,2016-04-25,Technology,Machines,Home Office,Customer 543,969.12,3,0.02,304.76
ORD-001453,2016-08-31,Furniture,Bookcases,Consumer,Customer 411,362.67,2,0.04,48.51
ORD-001454,2016-04-11,Office Supplies,Binders,Corporate,Customer 223,150.69,4,0.25,1.77
ORD-001455,2016-01-04,Furniture,Furnishings,Consumer,Customer 218,686.46,2,0.06,99.9
ORD-001456,2016-11-16,Technology,Machines,Consumer,Customer 150,841.5,2,0.02,230.76
ORD-001457,2016-05-20,Furniture,Tables,Corporate,Customer 39,368.22,2,0.02,76.57
ORD-001458,2016-05-15,Technology,Accessories,Corporate,Customer 2,867.03,3,0.11,228.91
ORD-001459,2016-01-30,Technology,Copiers,Consumer,Customer 676,1160.87,4,0.16,230.89
ORD-001460,2016-05-09,Technology,Phones,Consumer,Customer 1005,2778.32,5,0.12,670.93
ORD-001461,2016-03-01,Office Supplies,Storage,Home Office,Customer 144,72.08,4,0.05,6.5
ORD-001462,2016-05-06,Office Supplies,Art,Consumer,Customer 988,101.85,4,0.21,4.23
ORD-001463,2016-01-14,Furniture,Tables,Consumer,Customer 621,404.81,2,0.07,57.83
ORD-001464,2016-05-08,Office Supplies,Art,Consumer,Customer 697,74.85,3,0.08,6.81
ORD-001465,2018-06-12,Furniture,Furnishings,Corporate,Customer 594,1146.17,4,0.12,105.69
ORD-001466,2016-01-06,Office Supplies,Binders,Corporate,Customer 787,38.32,1,0.03,3.83
ORD-001467,2017-03-29,Office Supplies,Paper,Corporate,Customer 219,158.04,5,0.1,10.55
ORD-001468,2016-03-03,Office Supplies,Paper,Consumer,Customer 897,39.26,2,0.1,2.52
ORD-001469,2016-09-02,Technology,Accessories,Consumer,Customer 52,1300.38,3,0.04,390.32
ORD-001470,2016-07-02,Technology,Accessories,Consumer,Customer 130,523.29,2,0.03,137.06
ORD-001471,2016-04-10,Technology,Machines,Consumer,Customer 921,343.91,2,0.04,93.52
ORD-001472,2016-06-09,Technology,Phones,Consumer,Customer 115,875.42,4,0.04,246.88
ORD-001473,2016-09-09,Office Supplies,Art,Consumer,Customer 434,100.82,4,0.04,7.8
ORD-001474,2016-03-03,Technology,Copiers,Home Office,Customer 1099,1033.98,3,0.03,281.76
ORD-001475,2016-02-17,Furniture,Chairs,Home Office,Customer 76,565.27,2,0.04,74.2
ORD-001476,2016-05-12,Technology,Copiers,Corporate,Customer 966,1025.82,4,0.08,255.93
ORD-001477,2016-07-16,Technology,Phones,Consumer,Customer 268,725.61,2,0.05,193.43
ORD-001478,2016-06-21,Furniture,Bookcases,Home Office,Customer 200,1009.59,5,0.13,156.33
ORD-001479,2016-07-10,Office Supplies,Binders,Home Office,Customer 131,104.12,3,0.09,10.45
ORD-001480,2016-03-09,Technology,Phones,Consumer,Customer 452,2400.43,6,0.09,575.51
ORD-001481,2016-07-23,Furniture,Chairs,Consumer,Customer 824,371.05,2,0.21,45.23
ORD-001482,2016-01-16,Office Supplies,Accessories,Consumer,Customer 659,57.45,2,0.05,4.17
ORD-001483,2016-04-04,Technology,Accessories,Corporate,Customer 356,530.48,3,0.13,107.28
ORD-001484,2016-01-01,Office Supplies,Art,Consumer,Customer 851,38.38,2,0.1,2.77
ORD-001485,2016-02-17,Furniture,Tables,Corporate,Customer 899,939.8,4,0.11,162.26
ORD-001486,2016-02-24,Furniture,Bookcases,Consumer,Customer 771,1075.98,4,0.09,125.66
ORD-001487,2016-03-01,Technology,Phones,Home Office,Customer 166,646.9,5,0.17,126.63
ORD-001488,2016-05-22,Furniture,Chairs,Home Office,Customer 582,1073.17,6,0.06,147.11
ORD-001489,2016-02-29,Office Supplies,Storage,Corporate,Customer 423,36.87,1,0.02,5.28
ORD-001490,2016-03-12,Furniture,Tables,Consumer,Customer 844,791.49,3,0.08,108.68
ORD-001491,2016-02-02,Furniture,Chairs,Corporate,Customer 78,861.0,2,0.07,140.5
ORD-001492,2016-02-26,Office Supplies,Storage,Corporate,Customer 181,41.77,1,0.07,3.49
ORD-001493,2016-01-31,Office Supplies,Paper,Consumer,Customer 10,9.33,1,0.1,0.76
ORD-001494,2016-01-10,Office Supplies,Binders,Consumer,Customer 1086,124.69,3,0.08,13.22
ORD-001495,2016-04-20,Technology,Machines,Home Office,Customer 1106,425.79,1,0.1,112.73
ORD-001496,2016-05-12,Office Supplies,Storage,Corporate,Customer 427,138.96,3,0.07,16.75
ORD-001497,2016-04-25,Office Supplies,Binders,Consumer,Customer 306,49.55,1,0.09,3.81
ORD-001498,2016-03-15,Office Supplies,Storage,Consumer,Customer 328,116.44,3,0.1,8.09
ORD-001499,2016-02-27,Office Supplies,Art,Consumer,Customer 746,31.82,2,0.06,3.16
ORD-001500,2016-08-26,Office Supplies,Storage,Consumer,Customer 929,69.47,4,0.06,7.11
ORD-001501,2016-03-28,Furniture,Bookcases,Home Office,Customer 361,407.35,2,0.05,63.74
ORD-001502,2016-03-19,Furniture,Bookcases,Consumer,Customer 238,1389.21,6,0.04,231.78
ORD-001503,2016-01-04,Furniture,Chairs,Corporate,Customer 1188,614.95,2,0.11,92.0
ORD-001504,2016-02-20,Office Supplies,Binders,Corporate,Customer 668,98.66,3,0.06,11.59
ORD-001505,2016-02-27,Furniture,Bookcases,Consumer,Customer 201,981.65,5,0.08,138.15
ORD-001506,2016-03-02,Furniture,Furnishings,Home Office,Customer 770,760.64,3,0.11,111.73
ORD-001507,2016-04-14,Technology,Phones,Consumer,Customer 993,2196.02,5,0.06,599.16
ORD-001508,2016-04-01,Furniture,Furnishings,Consumer,Customer 932,234.51,1,0.0,43.6
ORD-001509,2016-04-22,Furniture,Tables,Consumer,Customer 398,876.73,3,0.13,136.33
ORD-001510,2016-06-22,Office Supplies,Paper,Consumer,Customer 261,34.82,2,0.08,4.49
ORD-001511,2016-07-20,Furniture,Bookcases,Consumer,Customer 228,112.58,2,0.07,16.45
ORD-001512,2016-05-31,Technology,Copiers,Consumer,Customer 704,757.27,4,0.12,183.98
ORD-001513,2017-01-08,Furniture,Tables,Corporate,Customer 349,1026.06,4,0.09,111.47
ORD-001514,2016-01-03,Office Supplies,Accessories,Home Office,Customer 178,89.88,3,0.03,9.82
ORD-001515,2016-01-27,Office Supplies,Accessories,Consumer,Customer 444,42.88,3,0.02,4.92
ORD-001516,2016-01-01,Office Supplies,Storage,Consumer,Customer 877,79.56,3,0.04,8.17
ORD-001517,2016-05-05,Technology,Accessories,Consumer,Customer 890,2032.08,4,0.01,502.19
ORD-001518,2016-09-30,Office Supplies,Accessories,Home Office,Customer 1175,102.04,3,0.09,8.92
ORD-001519,2016-02-03,Technology,Copiers,Home Office,Customer 83,684.11,3,0.05,167.26
ORD-001520,2016-11-10,Technology,Phones,Consumer,Customer 808,1070.08,3,0.02,248.63
ORD-001521,2016-01-08,Office Supplies,Art,Consumer,Customer 493,72.62,2,0.14,2.28
ORD-001522,2016-11-22,Furniture,Bookcases,Corporate,Customer 833,864.49,3,0.2,66.89
ORD-001523,2016-02-21,Technology,Accessories,Consumer,Customer 490,1812.87,4,0.05,444.11
ORD-001524,2016-01-13,Office Supplies,Art,Consumer,Customer 625,85.86,4,0.08,6.04
ORD-001525,2016-03-20,Furniture,Furnishings,Home Office,Customer 1196,660.27,4,0.1,97.72
ORD-001526,2016-02-05,Furniture,Furnishings,Consumer,Customer 284,1363.14,6,0.11,123.47
ORD-001527,2016-02-10,Technology,Copiers,Consumer,Customer 759,682.04,1,0.03,177.88
ORD-001528,2016-02-14,Office Supplies,Art,Home Office,Customer 145,12.96,1,0.01,1.82
ORD-001529,2016-07-13,Office Supplies,Paper,Consumer,Customer 608,63.54,3,0.04,4.39
ORD-001530,2016-04-02,Office Supplies,Paper,Corporate,Customer 1111,76.33,3,0.14,2.46
ORD-001531,2016-02-14,Office Supplies,Binders,Corporate,Customer 166,61.86,3,0.1,3.38
ORD-001532,2016-04-23,Office Supplies,Paper,Corporate,Customer 113,27.5,1,0.06,2.86
ORD-001533,2016-05-31,Office Supplies,Paper,Home Office,Customer 228,94.55,3,0.09,5.44
ORD-001534,2016-02-08,Office Supplies,Storage,Corporate,Customer 749,50.17,4,0.27,0.21
ORD-001535,2016-03-05,Office Supplies,Accessories,Corporate,Customer 1149,168.49,4,0.07,9.31
ORD-001536,2016-01-16,Technology,Accessories,Consumer,Customer 686,2841.31,6,0.07,773.14
ORD-001537,2016-01-24,Furniture,Bookcases,Corporate,Customer 1189,940.69,4,0.04,136.83
ORD-001538,2016-05-17,Technology,Accessories,Corporate,Customer 462,636.39,2,0.03,180.27
ORD-001539,2016-01-25,Office Supplies,Paper,Consumer,Customer 867,28.03,2,0.11,3.23
ORD-001540,2016-03-30,Office Supplies,Art,Consumer,Customer 927,108.71,5,0.17,3.7
ORD-001541,2016-05-28,Office Supplies,Accessories,Home Office,Customer 963,42.12,2,0.01,5.24
ORD-001542,2016-01-14,Technology,Machines,Consumer,Customer 754,898.09,2,0.06,258.34
ORD-001543,2016-04-10,Technology,Phones,Consumer,Customer 938,1399.33,4,0.2,215.06
ORD-001544,2016-02-05,Furniture,Furnishings,Home Office,Customer 591,551.07,2,0.21,66.17
ORD-001545,2017-01-30,Technology,Phones,Consumer,Customer 566,1634.35,4,0.09,384.05
ORD-001546,2016-03-20,Furniture,Chairs,Consumer,Customer 419,452.87,2,0.09,65.26
ORD-001547,2016-07-15,Office Supplies,Art,Consumer,Customer 1109,31.37,1,0.06,3.28
ORD-001548,2016-04-05,Technology,Copiers,Consumer,Customer 910,532.79,2,0.07,125.18
ORD-001549,2016-01-06,Technology,Phones,Consumer,Customer 129,1030.46,2,0.03,260.41
ORD-001550,2016-04-30,Furniture,Chairs,Home Office,Customer 1065,815.73,7,0.07,104.34
ORD-001551,2016-12-28,Office Supplies,Storage,Corporate,Customer 669,110.8,4,0.19,7.4
ORD-001552,2016-04-20,Office Supplies,Accessories,Home Office,Customer 912,51.44,3,0.12,4.34
ORD-001553,2016-07-24,Office Supplies,Accessories,Consumer,Customer 628,23.89,1,0.09,2.65
ORD-001554,2016-09-15,Furniture,Tables,Consumer,Customer 762,230.18,1,0.22,22.74
ORD-001555,2016-02-01,Technology,Phones,Consumer,Customer 583,832.82,3,0.04,242.72
ORD-001556,2016-01-29,Office Supplies,Binders,Corporate,Customer 330,114.94,3,0.22,5.6
ORD-001557,2016-04-23,Technology,Machines,Consumer,Customer 360,686.27,2,0.08,192.06
ORD-001558,2016-03-04,Technology,Accessories,Consumer,Customer 240,854.93,3,0.1,234.66
ORD-001559,2016-08-07,Furniture,Tables,Corporate,Customer 903,1273.14,4,0.08,231.75
ORD-001560,2016-10-03,Office Supplies,Binders,Consumer,Customer 72,16.63,1,0.05,1.54
ORD-001561,2016-02-22,Office Supplies,Paper,Consumer,Customer 919,153.26,4,0.03,10.03
ORD-001562,2016-02-02,Office Supplies,Binders,Consumer,Customer 249,64.2,3,0.1,3.85
ORD-001563,2016-06-30,Technology,Copiers,Home Office,Customer 298,1122.42,5,0.06,281.53
ORD-001564,2016-02-08,Technology,Machines,Consumer,Customer 1119,577.78,2,0.07,140.42
ORD-001565,2016-07-26,Technology,Machines,Corporate,Customer 606,1773.28,4,0.02,555.71
ORD-001566,2016-03-07,Office Supplies,Paper,Home Office,Customer 1175,78.05,5,0.09,8.28
ORD-001567,2016-05-12,Office Supplies,Accessories,Corporate,Customer 906,188.04,5,0.03,22.74
ORD-001568,2016-01-13,Office Supplies,Art,Corporate,Customer 83,67.72,3,0.07,8.66
ORD-001569,2016-04-27,Furniture,Bookcases,Consumer,Customer 823,1071.5,4,0.01,200.36
ORD-001570,2016-03-13,Office Supplies,Binders,Consumer,Customer 190,79.17,3,0.06,7.82
ORD-001571,2016-04-16,Office Supplies,Accessories,Corporate,Customer 1195,116.06,5,0.06,13.71
ORD-001572,2016-01-23,Office Supplies,Paper,Consumer,Customer 172,37.29,1,0.07,3.31
ORD-001573,2016-06-09,Office Supplies,Storage,Corporate,Customer 179,50.05,2,0.08,5.19
ORD-001574,2016-08-26,Technology,Copiers,Consumer,Customer 651,407.02,3,0.08,98.98
ORD-001575,2016-01-30,Office Supplies,Accessories,Home Office,Customer 740,76.19,3,0.07,4.99
ORD-001576,2016-01-13,Office Supplies,Storage,Consumer,Customer 764,103.95,3,0.15,5.92
ORD-001577,2016-01-03,Furniture,Tables,Consumer,Customer 913,432.85,5,0.11,65.24
ORD-001578,2016-05-03,Technology,Phones,Consumer,Customer 910,670.07,2,0.03,172.74
ORD-001579,2016-04-22,Technology,Copiers,Home Office,Customer 592,441.84,1,0.01,123.35
ORD-001580,2016-04-04,Furniture,Furnishings,Corporate,Customer 849,1210.68,5,0.11,155.08
ORD-001581,2016-02-01,Furniture,Bookcases,Consumer,Customer 622,311.66,1,0.07,45.1
